fusion_type,dataset,metric,mean,std,median
gated,test,mae_bp,0.33112864545051085,0.17874610854131323,0.264313668012619
gated,test,ssim_bp,0.5066657052870761,0.19500325624792292,0.5813851952552795
gated,test,pearson_corr_bp,0.8402950763702393,0.18235895037651062,0.9182676076889038
gated,test,psd_corr_bp,0.9654327630996704,0.042481862008571625,0.9850175976753235
gated,test,snr_bp,7.102457425022062,3.649941758419949,7.9912978410720825
gated,test,mse_breath_upper,0.11737144112269929,0.05310245695442275,0.1053575798869133
gated,test,mae_breath_upper,0.25254500419535536,0.04689762190364524,0.25048476457595825
gated,test,ssim_breath_upper,0.5817392265543024,0.09497870258487068,0.5863876342773438
gated,test,pearson_corr_breath_upper,0.9422979354858398,0.028344934806227684,0.9493497610092163
gated,test,psd_corr_breath_upper,0.9968263506889343,0.003677232190966606,0.9981520771980286
gated,test,snr_breath_upper,9.72163125555566,1.9247800155305468,9.77334201335907
gated,test,mse_ppg_fing,0.22563981629432517,0.26290815897853886,0.12600168585777283
gated,test,mae_ppg_fing,0.2941645453584955,0.13907713314764356,0.250998318195343
gated,test,ssim_ppg_fing,0.5281770370028754,0.17403673299687028,0.5665349364280701
gated,test,pearson_corr_ppg_fing,0.8651055097579956,0.19231629371643066,0.937827467918396
gated,test,psd_corr_ppg_fing,0.9696200489997864,0.022552696987986565,0.9743394255638123
gated,test,snr_ppg_fing,8.195486478705673,3.4354867331337564,8.996236324310303
attention,eval,mse,0.16027757188008315,0.10830206719516128,0.12454440258443356
attention,eval,mae,0.266582887025847,0.07319877996911595,0.24561472485462826
attention,eval,ssim,0.5693158725465552,0.10649656236597481,0.5896639774243037
attention,eval,pearson_corr,0.9145961403846741,0.06727009266614914,0.936111569404602
attention,eval,psd_corr,0.9863948822021484,0.010050210170447826,0.9895857572555542
attention,eval,snr,8.934571472927926,2.1888150243452076,9.412533938884735
attention,eval,mse_bp,0.19936205122781836,0.1535629167464337,0.15051233023405075
attention,eval,mae_bp,0.284250204005967,0.09105687088855395,0.26029403507709503
attention,eval,ssim_bp,0.564874425854372,0.11735469957999017,0.5901060998439789
attention,eval,pearson_corr_bp,0.8933948874473572,0.08907663822174072,0.9219300746917725
attention,eval,psd_corr_bp,0.9740473628044128,0.02128359116613865,0.9815481901168823
attention,eval,snr_bp,7.819658172438326,2.4686760890653825,8.22428047657013
attention,eval,mse_breath_upper,0.13978755757536576,0.05556175787516915,0.13951624929904938
attention,eval,mae_breath_upper,0.28042619092308957,0.056359499302687,0.27253246307373047
attention,eval,ssim_breath_upper,0.4910434937995413,0.1105920148883925,0.4817684292793274
attention,eval,pearson_corr_breath_upper,0.9301815032958984,0.030436648055911064,0.9303743243217468
attention,eval,psd_corr_breath_upper,0.994118869304657,0.006607932969927788,0.9968627691268921
attention,eval,snr_breath_upper,8.914018299268639,1.8650606384741437,8.553752303123474
attention,eval,mse_ppg_fing,0.14168310683706534,0.1641894457712069,0.08915531635284424
attention,eval,mae_ppg_fing,0.23507226614848428,0.11575509295646443,0.2070305421948433
attention,eval,ssim_ppg_fing,0.6520296979857527,0.16048888460104788,0.6917996108531952
attention,eval,pearson_corr_ppg_fing,0.9202118515968323,0.11174172163009644,0.9545383453369141
attention,eval,psd_corr_ppg_fing,0.9910180568695068,0.011755041778087616,0.9937013387680054
attention,eval,snr_ppg_fing,10.070037947076818,3.3700683419868844,10.498536229133606
attention,test,mse,0.23980179386781464,0.17944488969830033,0.17018027106920877
attention,test,mae,0.31372850488686393,0.10168368729184014,0.2809419979651769
attention,test,ssim,0.5099829364211319,0.12698009486585202,0.540357748667399
attention,test,pearson_corr,0.8646624684333801,0.12035735696554184,0.9138274192810059
attention,test,psd_corr,0.9742830991744995,0.017956407740712166,0.978360116481781
attention,test,snr,7.58835562247228,2.283487159794533,7.8473713000615435
attention,test,mse_bp,0.32986624039551043,0.2827815492870087,0.2241637259721756
attention,test,mae_bp,0.35368592751787065,0.16438220284140756,0.29475149512290955
attention,test,ssim_bp,0.48831723614576017,0.18713728271791913,0.5410717129707336
attention,test,pearson_corr_bp,0.8176293969154358,0.16761180758476257,0.8808903694152832
attention,test,psd_corr_bp,0.9643493890762329,0.04179701954126358,0.9822893738746643
attention,test,snr_bp,6.08422598682661,3.223177733234607,6.494346857070923
attention,test,mse_breath_upper,0.12749920214744323,0.047352371369808,0.11879312247037888
attention,test,mae_breath_upper,0.266553522107449,0.04399456820520136,0.26302096247673035
attention,test,ssim_breath_upper,0.5506995795889104,0.0997820228014158,0.5662029385566711
attention,test,pearson_corr_breath_upper,0.936559796333313,0.025655467063188553,0.9438713192939758
attention,test,psd_corr_breath_upper,0.9957569241523743,0.0054648141376674175,0.9970287084579468
attention,test,snr_breath_upper,9.252451024156935,1.6661188295607297,9.252086877822876
attention,test,mse_ppg_fing,0.26203993906049017,0.26321563764322314,0.16460822522640228
attention,test,mae_ppg_fing,0.3209460650352722,0.14499694898060353,0.2773114740848541
attention,test,ssim_ppg_fing,0.49093199352872496,0.189347879648296,0.5268562436103821
attention,test,pearson_corr_ppg_fing,0.8397982716560364,0.20303359627723694,0.9144222736358643
attention,test,psd_corr_ppg_fing,0.9627426862716675,0.02398865483701229,0.9638065695762634
attention,test,snr_ppg_fing,7.428389856433298,3.541899934871707,7.835484743118286
